"federalist" "federalist_1" "federalist_10" "federalist_11" "federalist_12" "federalist_13" "federalist_14" "federalist_15" "federalist_16" "federalist_17" "federalist_18" "federalist_19" "federalist_2" "federalist_20" "federalist_21" "federalist_22" "federalist_23" "federalist_24" "federalist_25" "federalist_26" "federalist_27" "federalist_28" "federalist_29" "federalist_3" "federalist_30" "federalist_31" "federalist_32" "federalist_33" "federalist_34" "federalist_35" "federalist_36" "federalist_37" "federalist_38" "federalist_39" "federalist_4" "federalist_40" "federalist_41" "federalist_42" "federalist_43" "federalist_44" "federalist_45" "federalist_46" "federalist_47" "federalist_48" "federalist_49" "federalist_5" "federalist_50" "federalist_51" "federalist_52" "federalist_53" "federalist_54" "federalist_55" "federalist_56" "federalist_57" "federalist_58" "federalist_59" "federalist_6" "federalist_60" "federalist_61" "federalist_62" "federalist_63" "federalist_64" "federalist_65" "federalist_66" "federalist_67" "federalist_68" "federalist_69" "federalist_7" "federalist_70" "federalist_71" "federalist_72" "federalist_73" "federalist_74" "federalist_75" "federalist_76" "federalist_77" "federalist_78" "federalist_79" "federalist_8" "federalist_80" "federalist_81" "federalist_82" "federalist_83" "federalist_84" "federalist_85" "federalist_9"
"twenty" 0.00563914592571707 0 0 0 0.0916590284142988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0.0890471950133571 0 0 0 0 0.0485436893203883 0 0.0445831475702185 0 0 0.0447227191413238 0 0.129198966408269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496277915632754 0 0 0 0 0 0 0 0 0 0
"ultimate" 0.00563914592571707 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0.0497017892644135 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0.0380372765310004 0 0 0 0 0 0.0342465753424658 0 0.0379218809252939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0.0436490615451768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0508646998982706 0 0 0 0 0
"unlimited" 0.00563914592571707 0 0 0 0 0.101419878296146 0 0 0 0 0 0 0 0 0 0 0.0546448087431694 0 0 0.0415627597672485 0 0 0.0444247001332741 0 0.0503524672708963 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0.0841278743690409 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"unworthy" 0.00563914592571707 0 0.0330360092500826 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0546448087431694 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0 0 0 0.0327653997378768 0.0429737859905458 0.0490677134445535 0.0436490615451768 0 0 0 0 0.05941770647653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"validity" 0.00563914592571707 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144885540423066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0429737859905458 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0.0650618087182824 0 0 0 0 0 0.0170735871606625 0 0 0
"warranted" 0.00563914592571707 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497017892644135 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0.0983606557377049 0 0 0 0.0342465753424658 0 0 0.0361271676300578 0.0529380624669137 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0 0 0 0.0485201358563804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"weak" 0.00563914592571707 0 0 0 0 0 0 0 0 0.125470514429109 0.0468164794007491 0.0482160077145612 0 0.0647668393782383 0 0.0280112044817927 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.051440329218107 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0.0429737859905458 0 0 0.0600600600600601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"wished" 0.00563914592571707 0.0615384615384615 0.0330360092500826 0 0 0 0 0 0 0 0 0 0.0593119810201661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0.0357142857142857 0 0 0 0.0379218809252939 0.0361271676300578 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0.130633572828217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"writers" 0.00563914592571707 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0.0546448087431694 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0.0298775022408127 0.0380372765310004 0 0 0.0280426247896803 0 0 0 0 0 0.0361271676300578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600600600600601 0 0 0 0 0 0 0 0 0.0509943906170321 0 0 0 0 0 0 0 0 0 0 0 0.0995024875621891
"occur" 0.00563914592571707 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0 0.0494315373208107 0.0497017892644135 0 0.0674763832658569 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0597371565113501 0 0 0 0 0 0 0 0 0.0429737859905458 0 0.0436490615451768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482392667631452 0 0.0254323499491353 0 0 0 0 0
"ways" 0.00563914592571707 0 0 0.0791139240506329 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0.043956043956044 0 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0516528925619835 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0.0512557662737058 0 0 0 0 0 0 0 0 0 0.0367647058823529 0
"absurd" 0.00512649629610643 0.0615384615384615 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0.0415627597672485 0 0 0.0444247001332741 0 0 0 0.0662690523525514 0 0.0447227191413238 0.043956043956044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0341471743213249 0.0236910684671879 0 0
"accomplish" 0.00512649629610643 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0.0655737704918033 0 0.0357142857142857 0 0 0 0.0379218809252939 0 0 0 0 0 0 0 0 0 0 0 0 0.0473036896877956 0.0516528925619835 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485201358563804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"achaeans" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0.421348314606742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acknowledge" 0.00512649629610643 0.0615384615384615 0 0.0395569620253165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613496932515337 0 0 0.100704934541793 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0341471743213249 0 0.0735294117647059 0
"acknowledged" 0.00512649629610643 0 0 0 0.0458295142071494 0 0 0.0321957501609788 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0 0.0890471950133571 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0.0327653997378768 0.0429737859905458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0170735871606625 0 0 0
"acquaintance" 0.00512649629610643 0 0 0.0395569620253165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0669344042838019 0 0 0 0 0 0 0 0 0 0.0465983224603914 0.0379218809252939 0 0 0.0595238095238095 0 0 0 0 0.045766590389016 0 0 0.0597371565113501 0 0 0 0.0447227191413238 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"administrations" 0.00512649629610643 0 0.0330360092500826 0 0 0 0 0.0321957501609788 0 0.125470514429109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0.0662690523525514 0 0 0 0 0.0365230094959825 0 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0 0 0.103305785123967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adopt" 0.00512649629610643 0.0615384615384615 0 0 0 0 0 0 0 0 0 0 0.118623962040332 0 0 0 0 0 0 0 0 0.0613496932515337 0 0.0681663258350375 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0170735871606625 0.0236910684671879 0.0367647058823529 0
"advance" 0.00512649629610643 0 0 0.0395569620253165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0.0365230094959825 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0.0529380624669137 0 0.0733137829912024 0 0 0 0.045766590389016 0 0 0 0 0.0473036896877956 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0955109837631328 0 0 0 0 0 0 0 0
"advanced" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0.0546448087431694 0 0.0497017892644135 0 0 0 0 0 0 0 0.0662690523525514 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0597371565113501 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0512557662737058 0 0 0 0 0 0 0 0 0.0236910684671879 0.0367647058823529 0
"adverse" 0.00512649629610643 0 0 0 0 0.101419878296146 0 0 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0.0365230094959825 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0.119047619047619 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0 0 0.0429922613929493 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0 0
"affirmative" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0546448087431694 0 0 0 0 0 0 0 0 0 0.0662690523525514 0 0 0 0 0 0 0 0 0.0327868852459016 0.0560852495793606 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0.0429922613929493 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0643086816720257 0.0170735871606625 0 0 0
"agreement" 0.00974034296260221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342465753424658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"amendment" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0.0327868852459016 0 0 0.0289771080846132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496277915632754 0 0 0 0 0 0 0 0 0.183823529411765 0
"ascertained" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0.0496524329692155 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0.0597550044816253 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0436490615451768 0 0 0 0 0 0 0 0 0.0972762645914397 0 0 0 0 0 0 0 0.0254323499491353 0 0.0170735871606625 0 0 0
"athens" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0.187265917602996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0597550044816253 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0894454382826476 0 0 0 0.0655307994757536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"authorize" 0.00512649629610643 0 0 0.0395569620253165 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0.0600600600600601 0.0653167864141084 0.0333889816360601 0 0 0 0 0 0 0 0 0 0.0325309043591412 0 0 0 0.0508646998982706 0 0.0170735871606625 0 0 0
"avoided" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496524329692155 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103305785123967 0 0 0 0 0.0327653997378768 0 0.098135426889107 0 0 0 0 0 0 0 0 0 0 0 0.0512557662737058 0 0 0 0 0 0 0 0 0 0.0367647058823529 0.0497512437810945
"balance" 0.00512649629610643 0 0.0330360092500826 0.0791139240506329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0.043956043956044 0 0 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0 0 0 0 0 0 0.0495049504950495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0567214974475326 0 0 0.0972762645914397 0 0 0 0 0 0 0 0 0 0 0 0.0367647058823529 0
"benefits" 0.00512649629610643 0 0 0.0395569620253165 0 0 0.046189376443418 0.0321957501609788 0 0.125470514429109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485436893203883 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0.0429922613929493 0 0 0 0 0 0.0509943906170321 0 0 0.0325309043591412 0 0 0 0 0 0 0 0 0
"betrayed" 0.00512649629610643 0 0 0 0 0 0.046189376443418 0.0321957501609788 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357142857142857 0 0.0342465753424658 0 0 0 0 0 0 0 0 0 0 0 0.0485436893203883 0 0.0445831475702185 0 0 0 0 0 0 0.0655307994757536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0367647058823529 0
"blood" 0.00512649629610643 0 0 0 0 0 0.092378752886836 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0601684717208183 0 0 0 0.0289771080846132 0 0.0465983224603914 0 0 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0.0429922613929493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"census" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0.0289771080846132 0 0 0 0 0 0 0 0 0 0 0 0.198019801980198 0.145631067961165 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"century" 0.00512649629610643 0 0 0 0 0 0 0.0321957501609788 0.0484496124031008 0 0 0.144648023143684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0 0 0 0 0 0.0536768652710682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496277915632754 0 0.0955109837631328 0 0.0404367165386171 0 0 0 0 0 0
"charles" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0560852495793606 0 0 0 0 0 0 0 0 0 0 0 0.107353730542136 0 0 0 0 0 0 0 0.0894454382826476 0 0 0 0 0 0 0 0 0 0.0667779632721202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"comparative" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0.0601684717208183 0 0 0 0 0 0 0.0379218809252939 0 0 0 0 0 0 0 0 0.0495049504950495 0 0.0597371565113501 0 0.0473036896877956 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0
"composition" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0.0380372765310004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0879507475813544 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0.0567214974475326 0 0 0 0.0509943906170321 0 0.0496277915632754 0 0 0 0 0 0 0.0170735871606625 0 0 0
"conceive" 0.00512649629610643 0 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0536768652710682 0 0 0.145631067961165 0 0 0 0 0 0.0439753737906772 0 0 0 0.0429737859905458 0 0 0 0 0 0 0 0 0 0 0 0 0.0512557662737058 0 0 0 0 0 0 0 0 0 0 0
"confusion" 0.00512649629610643 0 0.0660720185001652 0 0 0 0.046189376443418 0 0 0 0 0.0482160077145612 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485436893203883 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0.0170735871606625 0 0 0
"constituting" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0584453535943892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0.0418585182084554 0 0 0 0 0.0650618087182824 0 0 0 0.101729399796541 0 0 0 0 0
"contemplation" 0.00512649629610643 0.0615384615384615 0 0 0 0 0 0 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0.0429922613929493 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0.0497512437810945
"copy" 0.00820239407377028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0560852495793606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0
"correct" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0546448087431694 0 0 0 0 0 0 0 0 0 0 0 0 0.043956043956044 0 0.0365230094959825 0 0 0 0 0.0280426247896803 0 0 0 0 0 0.0361271676300578 0 0 0 0.0890471950133571 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0.0367647058823529 0
"corrupted" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0560852495793606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0.0655307994757536 0 0 0 0 0 0 0 0 0 0 0.0418585182084554 0 0.0509943906170321 0 0 0 0 0.0482392667631452 0 0 0 0.0170735871606625 0 0 0
"countrymen" 0.00512649629610643 0.0615384615384615 0 0 0 0 0.046189376443418 0.0321957501609788 0 0 0.0468164794007491 0 0 0.0647668393782383 0 0 0 0 0 0 0 0 0.0888494002665482 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0.0600600600600601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"daily" 0.00512649629610643 0 0.0330360092500826 0 0 0 0 0 0.0484496124031008 0 0 0 0.0593119810201661 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0.0730460189919649 0.0298775022408127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0.0429922613929493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"decisive" 0.00512649629610643 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0380372765310004 0 0 0 0 0 0 0.0465983224603914 0 0 0 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0.0516528925619835 0 0.0879507475813544 0 0 0 0 0 0 0 0 0 0 0 0 0.0485201358563804 0 0 0 0 0 0 0 0 0 0 0 0.0170735871606625 0 0.0367647058823529 0
"define" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0.0546448087431694 0 0 0 0 0 0 0.0681663258350375 0 0 0 0 0 0 0 0.0365230094959825 0 0.0380372765310004 0 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0 0 0.0536768652710682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325309043591412 0 0 0 0 0 0 0.0236910684671879 0 0
"deliberation" 0.00512649629610643 0.0615384615384615 0 0 0 0 0 0 0 0 0 0 0.0593119810201661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0.0298775022408127 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0.0536768652710682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0653167864141084 0 0 0.05941770647653 0 0 0.0418585182084554 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"demands" 0.00512649629610643 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0946073793755913 0 0 0 0 0 0 0 0 0 0 0 0.0333889816360601 0.0429922613929493 0 0.0567214974475326 0 0 0.0972762645914397 0 0 0 0 0 0 0 0 0 0 0 0 0
"democracy" 0.00512649629610643 0 0.13214403700033 0 0 0 0.23094688221709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"depositary" 0.00512649629610643 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0.0546448087431694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0597550044816253 0 0 0 0 0 0 0 0 0 0.0361271676300578 0 0 0 0 0 0 0 0 0.145631067961165 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"deputies" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0.0936329588014981 0 0 0.0647668393782383 0 0.0560224089635854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0380372765310004 0 0.0655737704918033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485201358563804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"descriptions" 0.00512649629610643 0 0.0660720185001652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043956043956044 0.0334672021419009 0 0 0 0 0 0 0.0357142857142857 0 0 0.0465983224603914 0 0 0 0 0 0 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0429737859905458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0.0643086816720257 0 0 0 0
