"federalist" "federalist_1" "federalist_10" "federalist_11" "federalist_12" "federalist_13" "federalist_14" "federalist_15" "federalist_16" "federalist_17" "federalist_18" "federalist_19" "federalist_2" "federalist_20" "federalist_21" "federalist_22" "federalist_23" "federalist_24" "federalist_25" "federalist_26" "federalist_27" "federalist_28" "federalist_29" "federalist_3" "federalist_30" "federalist_31" "federalist_32" "federalist_33" "federalist_34" "federalist_35" "federalist_36" "federalist_37" "federalist_38" "federalist_39" "federalist_4" "federalist_40" "federalist_41" "federalist_42" "federalist_43" "federalist_44" "federalist_45" "federalist_46" "federalist_47" "federalist_48" "federalist_49" "federalist_5" "federalist_50" "federalist_51" "federalist_52" "federalist_53" "federalist_54" "federalist_55" "federalist_56" "federalist_57" "federalist_58" "federalist_59" "federalist_6" "federalist_60" "federalist_61" "federalist_62" "federalist_63" "federalist_64" "federalist_65" "federalist_66" "federalist_67" "federalist_68" "federalist_69" "federalist_7" "federalist_70" "federalist_71" "federalist_72" "federalist_73" "federalist_74" "federalist_75" "federalist_76" "federalist_77" "federalist_78" "federalist_79" "federalist_8" "federalist_80" "federalist_81" "federalist_82" "federalist_83" "federalist_84" "federalist_85" "federalist_9"
"still" 0.0533155614795068 0 0 0.0791139240506329 0 0.101419878296146 0.092378752886836 0.225370251126851 0 0.0627352572145546 0 0.0482160077145612 0.118623962040332 0 0.099304865938431 0.0280112044817927 0.0546448087431694 0.0494315373208107 0.099403578528827 0.0831255195344971 0.0674763832658569 0 0 0 0.0503524672708963 0 0 0 0.0894454382826476 0.043956043956044 0.0669344042838019 0.14609203798393 0.0298775022408127 0 0 0.0655737704918033 0.0280426247896803 0.0714285714285714 0.0289771080846132 0.0342465753424658 0.0465983224603914 0.0758437618505878 0.108381502890173 0.105876124933827 0.119047619047619 0 0 0.051440329218107 0.107353730542136 0 0.0495049504950495 0.145631067961165 0 0.0891662951404369 0.0473036896877956 0 0.0894454382826476 0.0879507475813544 0.0645994832041344 0.125 0.0327653997378768 0.0859475719810915 0.098135426889107 0.0436490615451768 0.0600600600600601 0 0.0333889816360601 0.171969045571797 0.029708853238265 0.0567214974475326 0.0485201358563804 0 0 0.101988781234064 0 0 0.0325309043591412 0.0955109837631328 0 0.0808734330772341 0.0762970498474059 0 0.0682943486426498 0 0.0735294117647059 0.0995024875621891
"her" 0.0528029118498962 0 0 0.514240506329114 0.0458295142071494 1.01419878296146 0.138568129330254 0 0 0 0.234082397003745 0 0 0.194300518134715 0.0496524329692155 0.0280112044817927 0 0.0494315373208107 0.149105367793241 0 0 0.184049079754601 0 0 0 0 0 0 0 0.043956043956044 0 0.0365230094959825 0.209142515685689 0 0 0 0.392596747055524 0 0.0289771080846132 0 0 0 0.108381502890173 0 0 0.513196480938416 0 0 0 0 0 0.0485436893203883 0 0.222915737851092 0 0 0.0894454382826476 0 0 0.166666666666667 0.0655307994757536 0 0 0 0 0 0 0.171969045571797 0 0 0 0 0 0 0 0 0 0 0.0964785335262904 0 0 0 0.0853679358033123 0 0 0
"jurisdiction" 0.0528029118498962 0 0 0 0 0 0.092378752886836 0 0 0.0627352572145546 0.0936329588014981 0.0964320154291225 0 0 0.0496524329692155 0.0840336134453782 0.0546448087431694 0 0 0 0.0674763832658569 0.0613496932515337 0 0.0681663258350375 0.0503524672708963 0 0.198807157057654 0.175336060783168 0.0894454382826476 0.0879120879120879 0 0.0365230094959825 0 0.0380372765310004 0 0.0327868852459016 0.0280426247896803 0.214285714285714 0.0289771080846132 0 0 0.0379218809252939 0.0361271676300578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0.0333889816360601 0.0429922613929493 0 0 0 0 0 0 0 0 0 0 0 0.404367165386171 0.534079348931841 0.964630225080386 0.256103807409937 0 0 0
"principles" 0.0522902622202855 0.184615384615385 0.0330360092500826 0.0395569620253165 0 0 0 0.0643915003219575 0 0.0627352572145546 0 0 0.0593119810201661 0 0 0.0280112044817927 0.0546448087431694 0 0 0.124688279301746 0.0674763832658569 0 0.0444247001332741 0 0.0503524672708963 0.113895216400911 0 0 0.0447227191413238 0.0879120879120879 0.0334672021419009 0.14609203798393 0 0.228223659186002 0.0601684717208183 0.262295081967213 0 0 0.115908432338453 0.0684931506849315 0.0465983224603914 0 0.144508670520231 0.0529380624669137 0.0595238095238095 0 0 0.205761316872428 0 0.045766590389016 0 0.145631067961165 0.0597371565113501 0.0891662951404369 0.141911069063387 0 0 0.0439753737906772 0 0.208333333333333 0.0327653997378768 0 0 0.0436490615451768 0 0 0 0.0429922613929493 0.089126559714795 0.113442994895065 0 0.0418585182084554 0 0 0.0512557662737058 0.0496277915632754 0.0325309043591412 0 0.0482392667631452 0.202183582693085 0.0508646998982706 0.192926045016077 0.0170735871606625 0.0236910684671879 0 0.0995024875621891
"do" 0.0563914592571707 0.0615384615384615 0 0.0791139240506329 0 0.101419878296146 0 0.160978750804894 0.0968992248062016 0 0 0.0482160077145612 0 0 0.099304865938431 0.0560224089635854 0 0.0988630746416213 0.0497017892644135 0 0 0.0613496932515337 0.133274100399822 0.0681663258350375 0 0.0569476082004556 0 0.116890707188778 0 0.043956043956044 0.0334672021419009 0.0365230094959825 0.089632506722438 0 0.120336943441637 0.163934426229508 0.0560852495793606 0.0357142857142857 0.0579542161692263 0.0684931506849315 0 0.0379218809252939 0.0361271676300578 0 0.178571428571429 0 0.0890471950133571 0 0 0 0 0.0970873786407767 0.17921146953405 0 0.0473036896877956 0.0516528925619835 0 0 0.0645994832041344 0 0.0327653997378768 0.0859475719810915 0 0.0436490615451768 0 0.0653167864141084 0.10016694490818 0 0.05941770647653 0.0567214974475326 0 0.0837170364169108 0 0.0509943906170321 0.0512557662737058 0.0496277915632754 0.0975927130774236 0.0955109837631328 0 0.0404367165386171 0.0254323499491353 0.0643086816720257 0.0682943486426498 0.0947642738687515 0.0367647058823529 0
"often" 0.0522902622202855 0.0615384615384615 0.0660720185001652 0.0791139240506329 0 0 0.138568129330254 0.0643915003219575 0.193798449612403 0 0.0936329588014981 0.0482160077145612 0.118623962040332 0.0647668393782383 0 0.112044817927171 0 0 0 0.0831255195344971 0.0674763832658569 0.0613496932515337 0.0444247001332741 0.136332651670075 0.0503524672708963 0 0 0 0 0.175824175824176 0.0334672021419009 0 0 0 0.240673886883273 0 0.0280426247896803 0.0357142857142857 0 0.0342465753424658 0 0.0758437618505878 0.0361271676300578 0 0 0.0733137829912024 0.0890471950133571 0 0.0536768652710682 0.091533180778032 0 0 0 0 0.0473036896877956 0 0.178890876565295 0 0 0 0.0327653997378768 0.171895143962183 0.14720314033366 0.0436490615451768 0 0 0.0333889816360601 0 0.207961972667855 0.113442994895065 0.0485201358563804 0.209292591042277 0.389105058365759 0.101988781234064 0.205023065094823 0.0992555831265509 0 0 0.192957067052581 0 0 0 0.0341471743213249 0 0.0367647058823529 0
"certain" 0.0517776125906749 0.184615384615385 0.0660720185001652 0.0791139240506329 0 0.101419878296146 0.046189376443418 0.0321957501609788 0.0484496124031008 0 0.0468164794007491 0.0964320154291225 0.177935943060498 0.194300518134715 0 0.0280112044817927 0.0546448087431694 0.0494315373208107 0 0.0415627597672485 0 0 0.0444247001332741 0 0.0503524672708963 0.113895216400911 0.0662690523525514 0.0584453535943892 0 0 0.133868808567604 0.0730460189919649 0.119510008963251 0.0380372765310004 0.0601684717208183 0.0327868852459016 0.0560852495793606 0.107142857142857 0.0289771080846132 0 0.0931966449207828 0.0758437618505878 0.0722543352601156 0 0.0595238095238095 0 0 0.102880658436214 0 0.045766590389016 0.0495049504950495 0.194174757281553 0.0597371565113501 0 0.0946073793755913 0 0 0.0439753737906772 0 0.0416666666666667 0.0327653997378768 0.0429737859905458 0.196270853778214 0.0436490615451768 0 0 0.0333889816360601 0.0429922613929493 0 0.0567214974475326 0.145560407569141 0 0 0 0.0512557662737058 0 0.0325309043591412 0 0.0482392667631452 0 0.0254323499491353 0.0643086816720257 0.102441522963975 0.0710732054015636 0.0735294117647059 0.0497512437810945
"degree" 0.0512649629610643 0 0.13214403700033 0 0.0916590284142988 0.101419878296146 0.046189376443418 0 0.0484496124031008 0.0627352572145546 0.0468164794007491 0 0 0.129533678756477 0.148957298907646 0 0.0546448087431694 0 0.0497017892644135 0.0831255195344971 0.0674763832658569 0 0.0888494002665482 0 0.151057401812689 0.170842824601367 0 0 0 0.131868131868132 0.0334672021419009 0.0730460189919649 0.0298775022408127 0 0.0601684717208183 0.0983606557377049 0 0 0.0289771080846132 0 0.139794967381174 0.0379218809252939 0 0.0529380624669137 0 0.146627565982405 0 0.051440329218107 0.161030595813205 0.091533180778032 0.099009900990099 0.194174757281553 0.17921146953405 0 0.0473036896877956 0.0516528925619835 0 0.0439753737906772 0 0.0416666666666667 0.0655307994757536 0.0859475719810915 0.0490677134445535 0.0436490615451768 0 0.130633572828217 0.10016694490818 0 0.05941770647653 0.113442994895065 0.0485201358563804 0 0 0.152983171851096 0.102511532547412 0.0496277915632754 0 0 0.0482392667631452 0 0.0508646998982706 0 0.0341471743213249 0.0473821369343757 0.110294117647059 0.0497512437810945
"proportion" 0.0512649629610643 0 0.198216055500496 0.0395569620253165 0.137488542621448 0 0 0.0321957501609788 0.0968992248062016 0.125470514429109 0 0 0 0 0.148957298907646 0.0840336134453782 0 0.0494315373208107 0 0 0.0674763832658569 0.0613496932515337 0 0.0681663258350375 0.0503524672708963 0 0 0 0.134168157423971 0.21978021978022 0.0334672021419009 0.0365230094959825 0.0298775022408127 0.114111829593001 0.0601684717208183 0 0.0560852495793606 0 0.0289771080846132 0.0342465753424658 0.0931966449207828 0.151687523701176 0 0.0529380624669137 0.119047619047619 0 0.0890471950133571 0.051440329218107 0 0.137299771167048 0.198019801980198 0.242718446601942 0.0597371565113501 0.0891662951404369 0.0473036896877956 0 0 0.0439753737906772 0 0.0416666666666667 0.0655307994757536 0.0859475719810915 0 0.0436490615451768 0 0 0 0.128976784178848 0.029708853238265 0.113442994895065 0 0.125575554625366 0.194552529182879 0.203977562468129 0.0512557662737058 0 0 0 0.0482392667631452 0.0404367165386171 0.0254323499491353 0 0.0170735871606625 0.0236910684671879 0 0
"never" 0.0507523133314536 0.0615384615384615 0.0660720185001652 0 0.0458295142071494 0.101419878296146 0.138568129330254 0.0321957501609788 0.0484496124031008 0.0627352572145546 0.140449438202247 0 0.0593119810201661 0.194300518134715 0 0.0840336134453782 0.0546448087431694 0.0494315373208107 0.0497017892644135 0.0415627597672485 0 0.0613496932515337 0.0444247001332741 0.0681663258350375 0.0503524672708963 0 0 0 0 0.175824175824176 0.0334672021419009 0.109569028487947 0.0597550044816253 0 0.120336943441637 0.0655737704918033 0.112170499158721 0 0.0289771080846132 0 0 0 0.108381502890173 0.158814187400741 0.0595238095238095 0 0.0890471950133571 0 0 0 0 0.0485436893203883 0 0 0.0473036896877956 0.206611570247934 0.0894454382826476 0.175901495162709 0.193798449612403 0 0.0982961992136304 0 0.0490677134445535 0.0436490615451768 0 0.0653167864141084 0.0333889816360601 0 0.029708853238265 0 0.0485201358563804 0.0418585182084554 0.0972762645914397 0 0 0.0496277915632754 0.0975927130774236 0.286532951289398 0 0.0808734330772341 0.0508646998982706 0 0.0341471743213249 0.0473821369343757 0.0367647058823529 0.0497512437810945
"others" 0.0507523133314536 0 0 0.0395569620253165 0 0 0.092378752886836 0 0 0.125470514429109 0.140449438202247 0 0.0593119810201661 0.259067357512953 0.0496524329692155 0.140056022408964 0 0 0 0.124688279301746 0 0.0613496932515337 0 0.204498977505112 0 0 0.0662690523525514 0 0.0447227191413238 0.0879120879120879 0.0334672021419009 0.0730460189919649 0.0597550044816253 0.0380372765310004 0.180505415162455 0 0.0560852495793606 0.0357142857142857 0.0869313242538395 0.0342465753424658 0 0 0.0361271676300578 0.211752249867655 0.119047619047619 0.219941348973607 0.178094390026714 0.154320987654321 0 0 0.148514851485149 0 0.0597371565113501 0 0.0473036896877956 0 0.0894454382826476 0.0439753737906772 0 0.0416666666666667 0.0982961992136304 0.128921357971637 0 0.0436490615451768 0 0 0 0.257953568357696 0.05941770647653 0 0 0 0.0972762645914397 0.0509943906170321 0.0512557662737058 0.0496277915632754 0 0 0 0.0404367165386171 0.0254323499491353 0 0.0853679358033123 0 0.0367647058823529 0.0497512437810945
"also" 0.0507523133314536 0 0 0.0395569620253165 0.0458295142071494 0.101419878296146 0.046189376443418 0 0 0 0 0 0.118623962040332 0.129533678756477 0 0.0280112044817927 0 0.0494315373208107 0.0497017892644135 0 0 0 0 0.204498977505112 0 0 0 0 0 0 0 0.109569028487947 0.089632506722438 0.0380372765310004 0.120336943441637 0.0983606557377049 0.0280426247896803 0 0.0869313242538395 0.0684931506849315 0.0931966449207828 0.0379218809252939 0.32514450867052 0.0529380624669137 0.0595238095238095 0.146627565982405 0.0890471950133571 0.051440329218107 0.107353730542136 0.183066361556064 0.0495049504950495 0.0485436893203883 0.0597371565113501 0.0445831475702185 0.0473036896877956 0.0516528925619835 0 0 0.0645994832041344 0.0416666666666667 0.0982961992136304 0.0859475719810915 0.0490677134445535 0.0872981230903536 0 0.130633572828217 0.0667779632721202 0 0 0.0567214974475326 0 0.0418585182084554 0.194552529182879 0.0509943906170321 0.0512557662737058 0.0992555831265509 0.0325309043591412 0 0.0482392667631452 0.0404367165386171 0 0 0.0341471743213249 0.118455342335939 0.0735294117647059 0.0497512437810945
"nation" 0.050239663701843 0 0 0.158227848101266 0.0916590284142988 0 0 0.0321957501609788 0.0484496124031008 0.125470514429109 0 0.0482160077145612 0.237247924080664 0 0 0.168067226890756 0.0546448087431694 0.0988630746416213 0.0497017892644135 0.0831255195344971 0 0 0.0888494002665482 0.136332651670075 0.0503524672708963 0.0569476082004556 0 0 0.0447227191413238 0 0 0 0 0.190186382655002 0.0601684717208183 0 0.140213123948402 0.0714285714285714 0 0.0684931506849315 0 0.0758437618505878 0 0 0.178571428571429 0.146627565982405 0 0 0 0.045766590389016 0 0.0485436893203883 0.17921146953405 0.0445831475702185 0 0.0516528925619835 0.134168157423971 0 0 0.166666666666667 0 0.0859475719810915 0.098135426889107 0.0872981230903536 0 0 0.13355592654424 0.0429922613929493 0.029708853238265 0 0.194080543425522 0.0418585182084554 0 0.101988781234064 0.0512557662737058 0 0 0 0.0482392667631452 0.0404367165386171 0.0508646998982706 0 0 0.0473821369343757 0.0735294117647059 0
"judiciary" 0.0497270140722323 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0.0365230094959825 0.089632506722438 0.0380372765310004 0 0 0 0 0 0.0684931506849315 0.0931966449207828 0 0.867052023121387 0.476442562202223 0.178571428571429 0 0 0.102880658436214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0.13094718463553 0 0 0 0 0 0.170164492342598 0.0485201358563804 0.0418585182084554 0 0 0 0 0.390370852309694 0.0955109837631328 0 0.323493732308937 0.127161749745677 0.514469453376206 0.0682943486426498 0 0 0
"last" 0.0497270140722323 0 0 0 0 0 0 0.128783000643915 0 0.0627352572145546 0.140449438202247 0.0964320154291225 0 0.0647668393782383 0.0496524329692155 0.140056022408964 0.0546448087431694 0 0 0 0 0 0 0 0 0 0.198807157057654 0.116890707188778 0.178890876565295 0.0879120879120879 0 0.0365230094959825 0 0.0760745530620008 0.0601684717208183 0 0 0.0357142857142857 0 0.102739726027397 0.0931966449207828 0.113765642775882 0.108381502890173 0.0529380624669137 0.119047619047619 0 0.0890471950133571 0 0.107353730542136 0.045766590389016 0 0.0485436893203883 0 0.178332590280874 0 0.15495867768595 0.0894454382826476 0 0 0.0833333333333333 0.0327653997378768 0 0.0490677134445535 0.0872981230903536 0.18018018018018 0 0.0333889816360601 0 0.089126559714795 0.0567214974475326 0.0485201358563804 0.0418585182084554 0 0 0.0512557662737058 0 0.130123617436565 0 0.0482392667631452 0.0808734330772341 0.127161749745677 0.128617363344051 0.0512207614819874 0.0236910684671879 0 0
"let" 0.0497270140722323 0.0615384615384615 0.0660720185001652 0.118670886075949 0 0 0.092378752886836 0.0643915003219575 0 0.0627352572145546 0 0 0.0593119810201661 0.129533678756477 0.0496524329692155 0 0.0546448087431694 0 0 0.0831255195344971 0.0674763832658569 0.0613496932515337 0 0.0681663258350375 0.0503524672708963 0 0 0 0.134168157423971 0.0879120879120879 0.0334672021419009 0 0.119510008963251 0 0.36101083032491 0.229508196721311 0.0560852495793606 0 0 0 0.0465983224603914 0.189609404626469 0.0722543352601156 0.0529380624669137 0.0595238095238095 0.146627565982405 0 0 0.107353730542136 0 0.099009900990099 0.0485436893203883 0 0.0891662951404369 0 0 0.178890876565295 0.131926121372032 0 0 0 0.0429737859905458 0 0 0.12012012012012 0.0653167864141084 0 0 0 0 0 0.0418585182084554 0 0 0 0.0496277915632754 0 0 0.0482392667631452 0.0404367165386171 0.0762970498474059 0 0.102441522963975 0.0473821369343757 0.183823529411765 0
"object" 0.0497270140722323 0.0615384615384615 0.0991080277502478 0.0791139240506329 0.0458295142071494 0.101419878296146 0.092378752886836 0.0321957501609788 0.0484496124031008 0.0627352572145546 0 0 0.177935943060498 0 0.0496524329692155 0.0560224089635854 0.0546448087431694 0.0494315373208107 0 0 0 0 0.0888494002665482 0 0.0503524672708963 0.0569476082004556 0 0.116890707188778 0.0447227191413238 0.043956043956044 0.0334672021419009 0.14609203798393 0.0597550044816253 0 0.0601684717208183 0.131147540983607 0.0841278743690409 0.0357142857142857 0.0289771080846132 0.136986301369863 0.0931966449207828 0.0379218809252939 0.0361271676300578 0 0 0 0.0890471950133571 0 0 0.045766590389016 0.0495049504950495 0 0.1194743130227 0 0.0473036896877956 0.0516528925619835 0.0447227191413238 0.131926121372032 0 0.0833333333333333 0.0327653997378768 0.0859475719810915 0.0490677134445535 0.0436490615451768 0.0600600600600601 0.0653167864141084 0 0.0429922613929493 0.05941770647653 0 0.0970402717127608 0.0418585182084554 0.0972762645914397 0 0.102511532547412 0.0992555831265509 0 0 0 0.0404367165386171 0.0254323499491353 0 0.0512207614819874 0.0710732054015636 0.0735294117647059 0.0995024875621891
"objection" 0.0497270140722323 0 0 0 0 0.202839756592292 0.092378752886836 0 0.0484496124031008 0.0627352572145546 0 0 0 0 0.099304865938431 0 0 0.197726149283243 0.0497017892644135 0.0415627597672485 0 0.184049079754601 0 0 0 0.0569476082004556 0 0 0 0 0.133868808567604 0 0.089632506722438 0.0760745530620008 0 0.0655737704918033 0.112170499158721 0.0357142857142857 0.0289771080846132 0.0684931506849315 0.0465983224603914 0 0.0361271676300578 0 0.238095238095238 0 0 0 0 0 0.099009900990099 0.0970873786407767 0.0597371565113501 0.178332590280874 0.189214758751183 0.15495867768595 0 0.0879507475813544 0.0645994832041344 0 0 0 0.098135426889107 0.261894369271061 0 0.0653167864141084 0 0 0 0 0 0.0418585182084554 0 0.305966343702193 0 0.0992555831265509 0.0325309043591412 0 0.0964785335262904 0.0808734330772341 0.0762970498474059 0 0.0682943486426498 0.0947642738687515 0 0.0497512437810945
"local" 0.0492143644426217 0.0615384615384615 0.165180046250413 0.0395569620253165 0 0 0 0.0321957501609788 0.0484496124031008 0.250941028858218 0 0.0964320154291225 0 0 0 0.0560224089635854 0.0546448087431694 0 0.099403578528827 0 0 0 0 0.136332651670075 0 0.0569476082004556 0.132538104705103 0.0584453535943892 0.0447227191413238 0 0.267737617135207 0.14609203798393 0.0298775022408127 0.114111829593001 0 0 0 0 0.0869313242538395 0.0684931506849315 0.186393289841566 0.189609404626469 0 0 0 0.146627565982405 0 0 0 0.091533180778032 0 0.0485436893203883 0.657108721624851 0 0.0946073793755913 0.103305785123967 0 0.0439753737906772 0.193798449612403 0 0 0 0 0 0 0 0 0.0429922613929493 0 0 0 0 0 0 0 0.0496277915632754 0 0 0 0.0404367165386171 0.101729399796541 0.128617363344051 0.0170735871606625 0.0236910684671879 0.0735294117647059 0.0995024875621891
